"TXNAME","GENEID"
"ENST00000656217","ENSG00000287231"
"ENST00000348367","ENSG00000119927"
"ENST00000369425","ENSG00000119927"
"ENST00000480130","ENSG00000119927"
"ENST00000498541","ENSG00000119927"
"ENST00000637172","ENSG00000283688"
"ENST00000479705","ENSG00000243316"
"ENST00000490269","ENSG00000243316"
"ENST00000638284","ENSG00000243316"
"ENST00000640812","ENSG00000243316"
"ENST00000627339","ENSG00000232934"
"ENST00000449782","ENSG00000232934"
"ENST00000598447","ENSG00000232934"
"ENST00000594870","ENSG00000232934"
"ENST00000631085","ENSG00000232934"
"ENST00000424422","ENSG00000232934"
"ENST00000669015","ENSG00000232934"
"ENST00000627771","ENSG00000232934"
"ENST00000626395","ENSG00000023041"
"ENST00000369405","ENSG00000023041"
"ENST00000369404","ENSG00000023041"
"ENST00000482410","ENSG00000023041"
"ENST00000471035","ENSG00000023041"
"ENST00000430685","ENSG00000234017"
"ENST00000443652","ENSG00000233340"
"ENST00000648389","ENSG00000285676"
"ENST00000369391","ENSG00000233547"
"ENST00000658845","ENSG00000286289"
"ENST00000369360","ENSG00000197893"
"ENST00000360478","ENSG00000197893"
"ENST00000369358","ENSG00000197893"
"ENST00000359988","ENSG00000197893"
"ENST00000448834","ENSG00000234393"
"ENST00000636551","ENSG00000283656"
"ENST00000361384","ENSG00000198924"
"ENST00000369305","ENSG00000198924"
"ENST00000476112","ENSG00000198924"
"ENST00000658044","ENSG00000287857"
"ENST00000648887","ENSG00000285540"
"ENST00000369287","ENSG00000165813"
"ENST00000648613","ENSG00000165813"
"ENST00000428953","ENSG00000165813"
"ENST00000497592","ENSG00000165813"
"ENST00000490661","ENSG00000165813"
"ENST00000369285","ENSG00000165813"
"ENST00000369286","ENSG00000165813"
"ENST00000620658","ENSG00000273904"
"ENST00000459421","ENSG00000284442"
"ENST00000622689","ENSG00000275024"
"ENST00000304129","ENSG00000169129"
"ENST00000369271","ENSG00000169129"
"ENST00000491814","ENSG00000169129"
"ENST00000486300","ENSG00000169129"
"ENST00000419268","ENSG00000169129"
"ENST00000483496","ENSG00000169129"
"ENST00000490382","ENSG00000242912"
"ENST00000623755","ENSG00000279796"
"ENST00000392952","ENSG00000099204"
"ENST00000392955","ENSG00000099204"
"ENST00000369252","ENSG00000099204"
"ENST00000533213","ENSG00000099204"
"ENST00000369253","ENSG00000099204"
"ENST00000369266","ENSG00000099204"
"ENST00000369256","ENSG00000099204"
"ENST00000277895","ENSG00000099204"
"ENST00000649363","ENSG00000099204"
"ENST00000485570","ENSG00000099204"
"ENST00000651023","ENSG00000099204"
"ENST00000651092","ENSG00000099204"
"ENST00000440467","ENSG00000099204"
"ENST00000428430","ENSG00000099204"
"ENST00000466400","ENSG00000099204"
"ENST00000412744","ENSG00000229668"
"ENST00000481974","ENSG00000099204"
"ENST00000477638","ENSG00000099204"
"ENST00000486414","ENSG00000228169"
"ENST00000516802","ENSG00000252611"
"ENST00000648967","ENSG00000285582"
"ENST00000603150","ENSG00000270965"
"ENST00000369236","ENSG00000151892"
"ENST00000439649","ENSG00000151892"
"ENST00000355422","ENSG00000151892"
"ENST00000369234","ENSG00000151892"
"ENST00000490345","ENSG00000151892"
"ENST00000449709","ENSG00000227096"
"ENST00000588184","ENSG00000165863"
"ENST00000369210","ENSG00000165863"
"ENST00000467153","ENSG00000165863"
"ENST00000588224","ENSG00000165863"
"ENST00000369209","ENSG00000165868"
"ENST00000635765","ENSG00000165868"
"ENST00000480802","ENSG00000165868"
"ENST00000481291","ENSG00000165868"
"ENST00000468935","ENSG00000165868"
"ENST00000453491","ENSG00000165868"
"ENST00000434227","ENSG00000165868"
"ENST00000355371","ENSG00000187164"
"ENST00000615301","ENSG00000187164"
"ENST00000260777","ENSG00000187164"
"ENST00000497044","ENSG00000187164"
"ENST00000392903","ENSG00000187164"
"ENST00000392901","ENSG00000187164"
"ENST00000490615","ENSG00000187164"
"ENST00000451232","ENSG00000235742"
"ENST00000277905","ENSG00000148704"
"ENST00000369206","ENSG00000148704"
"ENST00000654523","ENSG00000234474"
"ENST00000671486","ENSG00000234474"
"ENST00000662965","ENSG00000234474"
"ENST00000669464","ENSG00000234474"
"ENST00000419373","ENSG00000234474"
"ENST00000654111","ENSG00000234474"
"ENST00000583207","ENSG00000266782"
"ENST00000452430","ENSG00000236171"
"ENST00000425264","ENSG00000225936"
"ENST00000614747","ENSG00000277879"
"ENST00000334464","ENSG00000165650"
"ENST00000482496","ENSG00000165650"
"ENST00000489302","ENSG00000165650"
"ENST00000489491","ENSG00000165650"
"ENST00000412075","ENSG00000229847"
"ENST00000450314","ENSG00000229847"
"ENST00000424371","ENSG00000229847"
"ENST00000611404","ENSG00000229847"
"ENST00000440007","ENSG00000229847"
"ENST00000551288","ENSG00000229847"
"ENST00000656309","ENSG00000229847"
"ENST00000659715","ENSG00000229847"
"ENST00000423419","ENSG00000229847"
"ENST00000450247","ENSG00000235198"
"ENST00000665056","ENSG00000263041"
"ENST00000656257","ENSG00000263041"
"ENST00000669169","ENSG00000263041"
"ENST00000575236","ENSG00000263041"
"ENST00000665300","ENSG00000263041"
"ENST00000664967","ENSG00000263041"
"ENST00000355624","ENSG00000107560"
"ENST00000369199","ENSG00000107560"
"ENST00000476207","ENSG00000107560"
"ENST00000483413","ENSG00000107560"
"ENST00000369183","ENSG00000165669"
"ENST00000452252","ENSG00000165669"
"ENST00000467890","ENSG00000165669"
"ENST00000491416","ENSG00000165669"
"ENST00000469758","ENSG00000165669"
"ENST00000470476","ENSG00000165669"
"ENST00000369172","ENSG00000165669"
"ENST00000369170","ENSG00000165669"
"ENST00000490048","ENSG00000165669"
"ENST00000487269","ENSG00000165669"
"ENST00000239032","ENSG00000119973"
"ENST00000636925","ENSG00000119973"
"ENST00000544392","ENSG00000151893"
"ENST00000369151","ENSG00000151893"
"ENST00000493518","ENSG00000151893"
"ENST00000490610","ENSG00000151893"
"ENST00000489169","ENSG00000151893"
"ENST00000613826","ENSG00000277687"
"ENST00000481360","ENSG00000151893"
"ENST00000477583","ENSG00000151893"
"ENST00000663084","ENSG00000229272"
"ENST00000420302","ENSG00000236058"
"ENST00000394996","ENSG00000213574"
"ENST00000437838","ENSG00000229272"
"ENST00000369144","ENSG00000107581"
"ENST00000541549","ENSG00000107581"
"ENST00000462527","ENSG00000107581"
"ENST00000384737","ENSG00000207468"
"ENST00000410656","ENSG00000222588"
"ENST00000490417","ENSG00000183605"
"ENST00000484960","ENSG00000183605"
"ENST00000355697","ENSG00000183605"
"ENST00000461438","ENSG00000183605"
"ENST00000369131","ENSG00000183605"
"ENST00000466218","ENSG00000183605"
"ENST00000419372","ENSG00000183605"
"ENST00000462913","ENSG00000183605"
"ENST00000298510","ENSG00000165672"
"ENST00000494433","ENSG00000165672"
"ENST00000463322","ENSG00000165672"
"ENST00000625697","ENSG00000236426"
"ENST00000630276","ENSG00000236426"
"ENST00000457948","ENSG00000236426"
"ENST00000369103","ENSG00000148908"
"ENST00000392865","ENSG00000148908"
"ENST00000369101","ENSG00000148908"
"ENST00000469575","ENSG00000148908"
"ENST00000473563","ENSG00000148908"
"ENST00000604888","ENSG00000271353"
"ENST00000369093","ENSG00000151923"
"ENST00000463089","ENSG00000151923"
"ENST00000489822","ENSG00000151923"
"ENST00000497671","ENSG00000151923"
"ENST00000470781","ENSG00000151923"
"ENST00000436547","ENSG00000151923"
"ENST00000369087","ENSG00000151923"
"ENST00000495821","ENSG00000151923"
"ENST00000470635","ENSG00000151923"
"ENST00000412524","ENSG00000151923"
"ENST00000369086","ENSG00000151923"
"ENST00000462373","ENSG00000151923"
"ENST00000479729","ENSG00000151923"
"ENST00000441872","ENSG00000232823"
"ENST00000636592","ENSG00000270300"
"ENST00000605639","ENSG00000270300"
"ENST00000360003","ENSG00000197771"
"ENST00000369077","ENSG00000197771"
"ENST00000466047","ENSG00000197771"
"ENST00000495407","ENSG00000197771"
"ENST00000569515","ENSG00000197771"
"ENST00000318548","ENSG00000180230"
"ENST00000425391","ENSG00000223455"
"ENST00000495531","ENSG00000220842"
"ENST00000661416","ENSG00000227165"
"ENST00000628194","ENSG00000227165"
"ENST00000598981","ENSG00000227165"
"ENST00000456120","ENSG00000227165"
"ENST00000648536","ENSG00000227165"
"ENST00000630905","ENSG00000227165"
"ENST00000451706","ENSG00000227165"
"ENST00000661709","ENSG00000227165"
"ENST00000610133","ENSG00000227165"
"ENST00000608667","ENSG00000227165"
"ENST00000605549","ENSG00000271670"
"ENST00000414774","ENSG00000227307"
"ENST00000613871","ENSG00000278484"
"ENST00000433839","ENSG00000236762"
"ENST00000369061","ENSG00000066468"
"ENST00000357555","ENSG00000066468"
"ENST00000613048","ENSG00000066468"
"ENST00000358487","ENSG00000066468"
"ENST00000478859","ENSG00000066468"
"ENST00000638709","ENSG00000066468"
"ENST00000356226","ENSG00000066468"
"ENST00000369060","ENSG00000066468"
"ENST00000604236","ENSG00000066468"
"ENST00000369059","ENSG00000066468"
"ENST00000467584","ENSG00000066468"
"ENST00000429361","ENSG00000066468"
"ENST00000346997","ENSG00000066468"
"ENST00000351936","ENSG00000066468"
"ENST00000457416","ENSG00000066468"
"ENST00000360144","ENSG00000066468"
"ENST00000369056","ENSG00000066468"
"ENST00000369058","ENSG00000066468"
"ENST00000336553","ENSG00000066468"
"ENST00000463870","ENSG00000066468"
"ENST00000490349","ENSG00000066468"
"ENST00000359354","ENSG00000066468"
"ENST00000491475","ENSG00000066468"
"ENST00000613324","ENSG00000066468"
"ENST00000611527","ENSG00000066468"
"ENST00000636922","ENSG00000066468"
"ENST00000491111","ENSG00000066468"
"ENST00000434988","ENSG00000223432"
"ENST00000224652","ENSG00000107669"
"ENST00000369040","ENSG00000107669"
"ENST00000543447","ENSG00000107669"
"ENST00000540606","ENSG00000107669"
"ENST00000369043","ENSG00000107669"
"ENST00000423243","ENSG00000107669"
"ENST00000485281","ENSG00000107669"
"ENST00000481784","ENSG00000107669"
"ENST00000455628","ENSG00000107669"
"ENST00000622597","ENSG00000273767"
"ENST00000459911","ENSG00000107672"
"ENST00000477289","ENSG00000107672"
"ENST00000369023","ENSG00000107672"
"ENST00000489266","ENSG00000107672"
"ENST00000468209","ENSG00000107672"
"ENST00000483541","ENSG00000107672"
"ENST00000369017","ENSG00000107672"
"ENST00000464321","ENSG00000107672"
"ENST00000481320","ENSG00000107672"
"ENST00000472431","ENSG00000107672"
"ENST00000465189","ENSG00000107672"
"ENST00000647670","ENSG00000285715"
"ENST00000649237","ENSG00000285973"
"ENST00000657587","ENSG00000285973"
"ENST00000661076","ENSG00000285973"
"ENST00000658246","ENSG00000285973"
"ENST00000657757","ENSG00000285973"
"ENST00000650300","ENSG00000285955"
"ENST00000647969","ENSG00000285955"
"ENST00000432000","ENSG00000183559"
"ENST00000329446","ENSG00000183559"
"ENST00000368899","ENSG00000138161"
"ENST00000392790","ENSG00000138161"
"ENST00000338948","ENSG00000138161"
"ENST00000368900","ENSG00000138161"
"ENST00000368901","ENSG00000138161"
"ENST00000368904","ENSG00000286088"
"ENST00000650744","ENSG00000286088"
"ENST00000368898","ENSG00000213185"
"ENST00000462859","ENSG00000213185"
"ENST00000368896","ENSG00000213185"
"ENST00000489000","ENSG00000213185"
"ENST00000481909","ENSG00000119965"
"ENST00000368891","ENSG00000119965"
"ENST00000462191","ENSG00000119965"
"ENST00000470158","ENSG00000119965"
"ENST00000368886","ENSG00000095574"
"ENST00000617859","ENSG00000095574"
"ENST00000496605","ENSG00000095574"
"ENST00000469821","ENSG00000095574"
"ENST00000479103","ENSG00000095574"
"ENST00000469206","ENSG00000227586"
"ENST00000604869","ENSG00000270902"
"ENST00000415509","ENSG00000225152"
"ENST00000368854","ENSG00000121898"
"ENST00000615851","ENSG00000121898"
"ENST00000241305","ENSG00000121898"
"ENST00000481775","ENSG00000121898"
"ENST00000435782","ENSG00000234677"
"ENST00000671455","ENSG00000287768"
"ENST00000455505","ENSG00000232334"
"ENST00000346248","ENSG00000182022"
"ENST00000435907","ENSG00000182022"
"ENST00000628426","ENSG00000182022"
"ENST00000476765","ENSG00000182022"
"ENST00000462406","ENSG00000182022"
"ENST00000539214","ENSG00000065154"
"ENST00000368845","ENSG00000065154"
"ENST00000471127","ENSG00000065154"
"ENST00000467675","ENSG00000065154"
"ENST00000483711","ENSG00000065154"
"ENST00000476917","ENSG00000065154"
"ENST00000490096","ENSG00000065154"
"ENST00000492376","ENSG00000065154"
"ENST00000451024","ENSG00000229544"
"ENST00000442662","ENSG00000229455"
"ENST00000494792","ENSG00000258539"
"ENST00000337318","ENSG00000189319"
"ENST00000392754","ENSG00000189319"
"ENST00000280780","ENSG00000189319"
"ENST00000495711","ENSG00000203791"
"ENST00000652548","ENSG00000203791"
"ENST00000466270","ENSG00000203791"
"ENST00000368836","ENSG00000203791"
"ENST00000464099","ENSG00000203791"
"ENST00000498770","ENSG00000203791"
"ENST00000468738","ENSG00000203791"
"ENST00000384763","ENSG00000207494"
"ENST00000449984","ENSG00000226899"
"ENST00000309035","ENSG00000175029"
"ENST00000337195","ENSG00000175029"
"ENST00000334808","ENSG00000175029"
"ENST00000531469","ENSG00000175029"
"ENST00000494626","ENSG00000175029"
"ENST00000411419","ENSG00000175029"
"ENST00000395705","ENSG00000175029"
"ENST00000486955","ENSG00000175029"
"ENST00000460976","ENSG00000175029"
"ENST00000493552","ENSG00000175029"
"ENST00000581038","ENSG00000264572"
"ENST00000476817","ENSG00000175029"
"ENST00000530884","ENSG00000175029"
"ENST00000530930","ENSG00000175029"
"ENST00000467395","ENSG00000175029"
"ENST00000431701","ENSG00000233135"
"ENST00000532135","ENSG00000175018"
"ENST00000526819","ENSG00000175018"
"ENST00000368821","ENSG00000175018"
"ENST00000398050","ENSG00000214297"
"ENST00000527483","ENSG00000224023"
"ENST00000419400","ENSG00000224023"
"ENST00000423178","ENSG00000224023"
"ENST00000528844","ENSG00000224023"
"ENST00000525909","ENSG00000224023"
"ENST00000625908","ENSG00000280561"
"ENST00000531977","ENSG00000224023"
"ENST00000430970","ENSG00000234134"
"ENST00000630227","ENSG00000236991"
"ENST00000627990","ENSG00000236991"
"ENST00000449436","ENSG00000236991"
"ENST00000600784","ENSG00000236991"
"ENST00000594025","ENSG00000236991"
"ENST00000602030","ENSG00000236991"
"ENST00000615461","ENSG00000236991"
"ENST00000615795","ENSG00000236991"
"ENST00000621717","ENSG00000236991"
"ENST00000612306","ENSG00000236991"
"ENST00000610534","ENSG00000236991"
"ENST00000622798","ENSG00000236991"
"ENST00000613304","ENSG00000236991"
"ENST00000612420","ENSG00000236991"
"ENST00000593871","ENSG00000236991"
"ENST00000601363","ENSG00000236991"
"ENST00000651834","ENSG00000154485"
"ENST00000652044","ENSG00000154485"
"ENST00000651977","ENSG00000154485"
"ENST00000368808","ENSG00000154485"
"ENST00000616800","ENSG00000188690"
"ENST00000622016","ENSG00000188690"
"ENST00000470483","ENSG00000188690"
"ENST00000484541","ENSG00000188690"
"ENST00000368786","ENSG00000188690"
"ENST00000465577","ENSG00000188690"
"ENST00000650587","ENSG00000188690"
"ENST00000648427","ENSG00000188690"
"ENST00000649536","ENSG00000188690"
"ENST00000368797","ENSG00000188690"
"ENST00000650524","ENSG00000188690"
"ENST00000650472","ENSG00000188690"
"ENST00000464267","ENSG00000188690"
"ENST00000650185","ENSG00000188690"
"ENST00000462490","ENSG00000188690"
"ENST00000648119","ENSG00000188690"
"ENST00000420761","ENSG00000188690"
"ENST00000649275","ENSG00000188690"
"ENST00000649450","ENSG00000188690"
"ENST00000368778","ENSG00000188690"
"ENST00000368774","ENSG00000188690"
"ENST00000368721","ENSG00000089876"
"ENST00000284690","ENSG00000089876"
"ENST00000415732","ENSG00000089876"
"ENST00000410697","ENSG00000222629"
"ENST00000452289","ENSG00000234016"
"ENST00000445458","ENSG00000233409"
"ENST00000368679","ENSG00000148848"
"ENST00000368676","ENSG00000148848"
"ENST00000467145","ENSG00000148848"
"ENST00000482291","ENSG00000148848"
"ENST00000485388","ENSG00000148848"
"ENST00000448723","ENSG00000148848"
"ENST00000494661","ENSG00000148848"
"ENST00000410808","ENSG00000222740"
"ENST00000667935","ENSG00000287609"
"ENST00000456514","ENSG00000235180"
"ENST00000424927","ENSG00000154493"
"ENST00000284694","ENSG00000154493"
"ENST00000480379","ENSG00000154493"
"ENST00000356858","ENSG00000154493"
"ENST00000432642","ENSG00000154493"
"ENST00000368674","ENSG00000154493"
"ENST00000488181","ENSG00000154493"
"ENST00000463082","ENSG00000154493"
"ENST00000657225","ENSG00000154493"
"ENST00000362451","ENSG00000199321"
"ENST00000627944","ENSG00000223528"
"ENST00000629917","ENSG00000223528"
"ENST00000601242","ENSG00000223528"
"ENST00000594614","ENSG00000223528"
"ENST00000595456","ENSG00000223528"
"ENST00000594559","ENSG00000223528"
"ENST00000601826","ENSG00000223528"
"ENST00000599979","ENSG00000223528"
"ENST00000420941","ENSG00000232935"
"ENST00000622832","ENSG00000223528"
"ENST00000432554","ENSG00000223528"
"ENST00000608350","ENSG00000223528"
"ENST00000614311","ENSG00000188916"
"ENST00000522781","ENSG00000188916"
"ENST00000424811","ENSG00000188916"
"ENST00000623953","ENSG00000279725"
"ENST00000368671","ENSG00000180745"
"ENST00000420845","ENSG00000232259"
"ENST00000670526","ENSG00000287427"
"ENST00000368653","ENSG00000148773"
"ENST00000368654","ENSG00000148773"
"ENST00000464771","ENSG00000148773"
"ENST00000484853","ENSG00000148773"
"ENST00000478293","ENSG00000148773"
"ENST00000454492","ENSG00000234640"
"ENST00000453367","ENSG00000232985"
"ENST00000665632","ENSG00000287361"
"ENST00000647791","ENSG00000285615"
"ENST00000662900","ENSG00000287466"
"ENST00000598332","ENSG00000237224"
"ENST00000628250","ENSG00000237224"
"ENST00000597465","ENSG00000237224"
"ENST00000593883","ENSG00000237224"
"ENST00000597245","ENSG00000237224"
"ENST00000428178","ENSG00000237224"
"ENST00000368648","ENSG00000108001"
"ENST00000355311","ENSG00000108001"
"ENST00000440978","ENSG00000108001"
"ENST00000579857","ENSG00000266676"
"ENST00000643056","ENSG00000237489"
"ENST00000637128","ENSG00000237489"
"ENST00000647406","ENSG00000237489"
"ENST00000456581","ENSG00000237489"
"ENST00000612008","ENSG00000277218"
"ENST00000449940","ENSG00000233319"
"ENST00000620178","ENSG00000276375"
"ENST00000578683","ENSG00000264803"
"ENST00000483040","ENSG00000176769"
"ENST00000368642","ENSG00000176769"
"ENST00000341866","ENSG00000189275"
"ENST00000667493","ENSG00000189275"
"ENST00000655798","ENSG00000189275"
"ENST00000623900","ENSG00000280446"
"ENST00000368636","ENSG00000176171"
"ENST00000540159","ENSG00000176171"
"ENST00000633835","ENSG00000176171"
"ENST00000631806","ENSG00000176171"
"ENST00000414106","ENSG00000235010"
"ENST00000443922","ENSG00000235010"
"ENST00000462160","ENSG00000165752"
"ENST00000368622","ENSG00000165752"
"ENST00000298630","ENSG00000165752"
"ENST00000368620","ENSG00000165752"
"ENST00000368619","ENSG00000165752"
"ENST00000456004","ENSG00000165752"
"ENST00000450206","ENSG00000234311"
"ENST00000671286","ENSG00000226900"
"ENST00000660050","ENSG00000226900"
"ENST00000656988","ENSG00000226900"
"ENST00000654872","ENSG00000226900"
"ENST00000455414","ENSG00000226900"
"ENST00000445190","ENSG00000229081"
"ENST00000441365","ENSG00000148826"
"ENST00000368592","ENSG00000148826"
"ENST00000368586","ENSG00000171811"
"ENST00000639072","ENSG00000171811"
"ENST00000448925","ENSG00000171811"
"ENST00000476633","ENSG00000171811"
"ENST00000417862","ENSG00000171811"
"ENST00000486104","ENSG00000171811"
"ENST00000466834","ENSG00000171811"
"ENST00000368585","ENSG00000171811"
"ENST00000475340","ENSG00000171811"
"ENST00000443633","ENSG00000232903"
"ENST00000423232","ENSG00000224758"
"ENST00000444433","ENSG00000256925"
"ENST00000658362","ENSG00000256925"
"ENST00000654383","ENSG00000256925"
"ENST00000656946","ENSG00000256925"
"ENST00000366099","ENSG00000256925"
"ENST00000418634","ENSG00000235264"
"ENST00000553459","ENSG00000166917"
"ENST00000669738","ENSG00000166917"
"ENST00000300167","ENSG00000166917"
"ENST00000362219","ENSG00000284219"
"ENST00000611956","ENSG00000273980"
"ENST00000415217","ENSG00000151651"
"ENST00000445355","ENSG00000151651"
"ENST00000485491","ENSG00000151651"
"ENST00000559018","ENSG00000151651"
"ENST00000468964","ENSG00000151651"
"ENST00000561175","ENSG00000151651"
"ENST00000537099","ENSG00000151651"
"ENST00000560135","ENSG00000151651"
"ENST00000463298","ENSG00000151651"
"ENST00000486609","ENSG00000151651"
"ENST00000559180","ENSG00000151651"
"ENST00000252936","ENSG00000130640"
"ENST00000368563","ENSG00000130640"
"ENST00000417178","ENSG00000130640"
"ENST00000543663","ENSG00000130640"
"ENST00000477923","ENSG00000130640"
"ENST00000368562","ENSG00000130640"
"ENST00000482278","ENSG00000130640"
"ENST00000424450","ENSG00000235245"
"ENST00000487796","ENSG00000130640"
"ENST00000470829","ENSG00000130640"
"ENST00000480198","ENSG00000130640"
"ENST00000252939","ENSG00000130643"
"ENST00000467433","ENSG00000130643"
"ENST00000467611","ENSG00000130643"
"ENST00000368558","ENSG00000130643"
"ENST00000368555","ENSG00000130643"
"ENST00000430526","ENSG00000230306"
"ENST00000452591","ENSG00000226699"
"ENST00000278025","ENSG00000148803"
"ENST00000368552","ENSG00000148803"
"ENST00000447176","ENSG00000148803"
"ENST00000465384","ENSG00000148803"
"ENST00000368551","ENSG00000148803"
"ENST00000478895","ENSG00000148803"
"ENST00000368547","ENSG00000127884"
"ENST00000581277","ENSG00000265395"
"ENST00000621752","ENSG00000274685"
"ENST00000414069","ENSG00000203772"
"ENST00000608207","ENSG00000273327"
"ENST00000622716","ENSG00000278518"
"ENST00000479535","ENSG00000171772"
"ENST00000368517","ENSG00000171772"
"ENST00000303903","ENSG00000171772"
"ENST00000343131","ENSG00000171772"
"ENST00000432597","ENSG00000171772"
"ENST00000441446","ENSG00000233685"
"ENST00000443774","ENSG00000225899"
"ENST00000425520","ENSG00000225899"
"ENST00000394842","ENSG00000213543"
"ENST00000438421","ENSG00000230468"
"ENST00000635574","ENSG00000282875"
"ENST00000519787","ENSG00000253826"
"ENST00000605013","ENSG00000270921"
"ENST00000527297","ENSG00000255229"
"ENST00000342878","ENSG00000188076"
"ENST00000325113","ENSG00000177947"
"ENST00000531679","ENSG00000177947"
"ENST00000525282","ENSG00000177947"
"ENST00000342593","ENSG00000177947"
"ENST00000526963","ENSG00000254559"
"ENST00000526104","ENSG00000177963"
"ENST00000325207","ENSG00000177963"
"ENST00000528357","ENSG00000177963"
"ENST00000526982","ENSG00000177963"
"ENST00000532373","ENSG00000177963"
"ENST00000530889","ENSG00000177963"
"ENST00000626818","ENSG00000177963"
"ENST00000527696","ENSG00000177963"
"ENST00000527468","ENSG00000177963"
"ENST00000611346","ENSG00000283920"
"ENST00000527728","ENSG00000177963"
"ENST00000527039","ENSG00000177963"
"ENST00000530149","ENSG00000177963"
"ENST00000532241","ENSG00000177963"
"ENST00000524854","ENSG00000177963"
"ENST00000529275","ENSG00000177963"
"ENST00000526557","ENSG00000177963"
"ENST00000531541","ENSG00000177963"
"ENST00000529372","ENSG00000185627"
"ENST00000532097","ENSG00000185627"
"ENST00000534590","ENSG00000185627"
"ENST00000431206","ENSG00000185627"
"ENST00000528906","ENSG00000185627"
"ENST00000621534","ENSG00000185627"
"ENST00000525665","ENSG00000185627"
"ENST00000527047","ENSG00000185627"
"ENST00000352303","ENSG00000185627"
"ENST00000382671","ENSG00000185627"
"ENST00000526783","ENSG00000185627"
"ENST00000533717","ENSG00000185627"
"ENST00000527982","ENSG00000185627"
"ENST00000532025","ENSG00000185627"
"ENST00000529679","ENSG00000185627"
"ENST00000534750","ENSG00000174885"
"ENST00000312165","ENSG00000174885"
"ENST00000527946","ENSG00000174885"
"ENST00000533924","ENSG00000255026"
"ENST00000534742","ENSG00000255026"
"ENST00000525217","ENSG00000255026"
"ENST00000474221","ENSG00000142102"
"ENST00000409548","ENSG00000142102"
"ENST00000409655","ENSG00000142102"
"ENST00000529087","ENSG00000142102"
"ENST00000409479","ENSG00000142102"
"ENST00000482937","ENSG00000142102"
"ENST00000476372","ENSG00000142102"
"ENST00000397660","ENSG00000142102"
"ENST00000533141","ENSG00000185201"
"ENST00000616316","ENSG00000185201"
"ENST00000399817","ENSG00000185201"
"ENST00000602569","ENSG00000185201"
"ENST00000527146","ENSG00000185201"
"ENST00000399815","ENSG00000185201"
"ENST00000528780","ENSG00000185885"
"ENST00000328221","ENSG00000185885"
"ENST00000408968","ENSG00000185885"
"ENST00000525554","ENSG00000185885"
"ENST00000508004","ENSG00000251661"
"ENST00000602429","ENSG00000251661"
"ENST00000602756","ENSG00000251661"
"ENST00000534271","ENSG00000255089"
"ENST00000534483","ENSG00000255328"
"ENST00000524824","ENSG00000255328"
"ENST00000531076","ENSG00000255328"
"ENST00000605240","ENSG00000270972"
"ENST00000329962","ENSG00000182272"
"ENST00000530717","ENSG00000182272"
"ENST00000524443","ENSG00000182272"
"ENST00000526584","ENSG00000182272"
"ENST00000534778","ENSG00000182272"
"ENST00000534401","ENSG00000184363"
"ENST00000533249","ENSG00000184363"
"ENST00000527442","ENSG00000184363"
"ENST00000528036","ENSG00000184363"
"ENST00000331563","ENSG00000184363"
"ENST00000533069","ENSG00000184363"
"ENST00000531857","ENSG00000184363"
"ENST00000530695","ENSG00000184363"
"ENST00000524646","ENSG00000184363"
"ENST00000526971","ENSG00000184363"
"ENST00000525642","ENSG00000184363"
"ENST00000532614","ENSG00000174915"
"ENST00000308020","ENSG00000174915"
"ENST00000531520","ENSG00000174915"
"ENST00000528617","ENSG00000174915"
"ENST00000525727","ENSG00000174915"
"ENST00000525059","ENSG00000174915"
"ENST00000526558","ENSG00000174915"
"ENST00000527479","ENSG00000174915"
"ENST00000526878","ENSG00000174915"
"ENST00000530087","ENSG00000174915"
"ENST00000527325","ENSG00000174915"
"ENST00000531411","ENSG00000174915"
"ENST00000530029","ENSG00000174915"
"ENST00000670787","ENSG00000288033"
"ENST00000526431","ENSG00000254739"
"ENST00000270115","ENSG00000161328"
"ENST00000527620","ENSG00000254815"
"ENST00000527113","ENSG00000254815"
"ENST00000659402","ENSG00000254815"
"ENST00000533844","ENSG00000254815"
"ENST00000431809","ENSG00000099849"
"ENST00000397582","ENSG00000099849"
"ENST00000397583","ENSG00000099849"
"ENST00000414138","ENSG00000099849"
"ENST00000524468","ENSG00000099849"
"ENST00000454668","ENSG00000099849"
"ENST00000528736","ENSG00000099849"
"ENST00000531112","ENSG00000099849"
"ENST00000264555","ENSG00000070047"
"ENST00000534320","ENSG00000070047"
"ENST00000413872","ENSG00000070047"
"ENST00000416188","ENSG00000070047"
"ENST00000533464","ENSG00000070047"
"ENST00000532550","ENSG00000070047"
"ENST00000176183","ENSG00000069696"
"ENST00000528733","ENSG00000069696"
"ENST00000527799","ENSG00000255158"
"ENST00000524763","ENSG00000177106"
"ENST00000397510","ENSG00000177042"
"ENST00000608174","ENSG00000177042"
"ENST00000397512","ENSG00000177042"
"ENST00000526170","ENSG00000177042"
"ENST00000492023","ENSG00000177042"
"ENST00000488769","ENSG00000177042"
"ENST00000528024","ENSG00000177042"
"ENST00000527199","ENSG00000177106"
"ENST00000533256","ENSG00000177106"
"ENST00000614442","ENSG00000177106"
"ENST00000534755","ENSG00000177106"
"ENST00000529346","ENSG00000177106"
"ENST00000650127","ENSG00000177106"
"ENST00000526909","ENSG00000177106"
"ENST00000529680","ENSG00000177106"
"ENST00000530093","ENSG00000177106"
"ENST00000318562","ENSG00000177106"
"ENST00000533500","ENSG00000177106"
"ENST00000527807","ENSG00000177106"
"ENST00000531348","ENSG00000177106"
"ENST00000526380","ENSG00000177106"
