Accession	Description	Symbol	Coverage	Num.Peptides	Num_PSMs	UniqPeptides	Aas	MW	pI	DMSO.CHR_1	DMSO.CHR_2	DMSO.CHR_3	DMSO.HYPO_1	DMSO.HYPO_2	DMSO.HYPO_3	DMSO.NUC_1	DMSO.NUC_2	DMSO.NUC_3	GSK.15.CHR_1	GSK.15.CHR_2	GSK.15.CHR_3	GSK.15.CYTO_1	GSK.15.CYTO_2	GSK.15.CYTO_3	GSK.15.NUC_1	GSK.15.NUC_2	GSK.15.NUC_3	GSK.48H.CHR_1	GSK.48H.CHR_2	GSK.48H.CHR_3	GSK.48H.CYTO_1	GSK.48H.CYTO_2	GSK.48H.CYTO_3	GSK.48H.NUC_1	GSK.48H.NUC_2	GSK.48H.NUC_3	GSK.90.CHR_1	GSK.90.CHR_2	GSK.90.CHR_3	GSK.90.CYTO_1	GSK.90.CYTO_2	GSK.90.CYTO_3	GSK.90.NUC_1	GSK.90.NUC_2	GSK.90.NUC_3	GSK.180.CHR_1	GSK.180.CHR_2	GSK.180.CHR_3	GSK.180.CYTO_1	GSK.180.CYTO_2	GSK.180.CYTO_3	GSK.180.NUC_1	GSK.180.NUC_2	GSK.180.NUC_3	MS023.15.CHR_1	MS023.15.CHR_2	MS023.15.CYTO_1	MS023.15.CYTO_2	MS023.15.CYTO_3	MS023.15.NUC_1	MS023.15.NUC_2	MS023.15.NUC_3	MS023.48H.CHR_1	MS023.48H.CHR_2	MS023.48H.CHR_3	MS023.48H.CYTO_1	MS023.48H.CYTO_2	MS023.48H.CYTO_3	MS023.48H.NUC_1	MS023.48H.NUC_2	MS023.48H.NUC_3	MS023.90.CHR_1	MS023.90.CHR_2	MS023.90.CHR_3	MS023.90.CYTO_1	MS023.90.CYTO_2	MS023.90.CYTO_3	MS023.90.NUC_1	MS023.90.NUC_2	MS023.90.NUC_3	MS023.180.CHR_1	MS023.180.CHR_2	MS023.180.CHR_3	MS023.180.CYTO_1	MS023.180.CYTO_2	MS023.180.CYTO_3	MS023.180.NUC_1	MS023.180.NUC_2	MS023.180.NUC_3
O60306	RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4	AQR	5	5	25	5	1485	171.2	6.37	1057071.359	526952.2578	1159279.469	775358.6875	164691.4844	318270.8438	1338747.422	654735.7344	215320.6816	1779263.563	2584990.094	1233678.094	946326.8438	126628.6016	871694.125	1587585.875	791857.3438	1638237.234	1256539.594	2974769.641	724985.9063	659570.6875	1035926.125	332263.9063	2412531	1319826.469	723592.4063	2772078.406	1818012.313	806249.5938	792244.3125	1989789.438	1598359.125	2629401.813	1542081.094	2257494.781	1692463.422	3291090.406	547380.4453	392903.2031	1012191.938	1263636.813	1700237.375	576030.25	1644588.063	1558953.063	702044.6719	131773.9375	329202.7813	2473976.25	1571687.953	660295.4375	1506607.938	1655321.813	1822274.094	827597.25	926552.5156	919320.7969	534299.1875	2069714.328	1536908.906	1008900.875	3813912.391	3391372.938	620653.9531	93374.16797	2400854.75	1948906.031	2049112.438	966245.9375	3986300	2083663.406	3449796.438	1007165.063	553037.2344	355074.7031	1819300	870208.375	2134125.125	1326809.5
Q96KB5	Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3	PBK	19	6	45	6	322	36.1	5.12	661161.1406	104912.4766	360880.0156	17354154.94	6019255.539	7292201.547	2448713	3007305.75	541633.4727	1823898.25	635703.6875	471911.6484	18720973.67	11949254.05	32170928.31	9151323	6004532.5	7438772	594610.2969	934272.125	282436.9219	19011848.09	15183749.53	19293177.06	12413201	4437139.5	1357401.102	1675982.875	1531655.438	456643.3984	29719265.75	13892369.94	31494994.66	19458048	8200252.5	5766040.25	1399902.5	1665092.5	326371.7813	5887664.539	10649184.53	20905864.94	7775064	2546157.25	4339121	1096864.875	1070235.938	4208065.523	20751409.88	31929844.88	9081656	7419813.047	5761247.578	183742.6406	1132051.5	380753.8125	16470999.25	19978285.83	9300339.297	6328386	5049689	2329306.75	311475.5313	1864745.5	288866.7813	3020382.586	24336287.84	26501405.25	14115426	3957061	7889910	1068358.313	1377335.625	423409.4688	17383869.03	7347939.375	20602923.88	4429796	3264751.078	4114686.5
O95425	Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2	SVIL	6	6	34	6	2214	247.6	6.98	838604	629864.4453	1592427.094			113185.1797		116362	109124.4805	1083236.094	1404375.516	3289037.188		101302.6172	653192	1188729.563	1437228.891	1763837.656	1758377.063	4665816.813	2008425.875		669673.25	303613.25		233290.25	254377.7344	2520501.484	2949231.594	1442088.063		167794.5938	662160.1563	3971673.281	460861.7188	2942259.75	1092125.594	4643171.25	1075736.938		317792.5938	787984.2031	415994.7813	308096.5625	564435.3281	2028467.406	1436324.25	52293.78125	225655.1875	468584.7813	355016.8438	3172085.297	2069442.313	2079028.031	2951920.5	1781513.625	226018.7031	651964.375			210968.1406	248696.5625	2990567.313	4665264.031	1440462.594	61975.01563	693299.25	829086.3438	3487006.75			3149254.563	3661781.125	1520666.375	134238.2813		811376.375	2211221.703	388757.2188	255601.75
P48444	Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1	ARCN1	19	8	19	8	511	57.2	6.21	478379.2031	89817.19531	917702.2773	10007780.38	3313166.078	3850420.75	263822.1641	413414.4688	209527.1875	470135.8125	148266.0781	684423.8203	10404938.41	7351591.5	14548100.38	430688.5781		466049.125	262372.3594	1801168.133	87707.1875	9571909.313	14373599.81	10992052.41	447226.9688	1061900.047	651300.4219	889285.875	807927.6719	592657.1094	17520632.13	14007270.31	15876337.98	1171363.063	535183.875	951883.625	95079.82031	563826.75	1197041.086	4073344.234	12191755.5	12052447.19	286144.8438		62462.77344	435293.1563	456700.2031	3244787.344	12340983.94	16401466	235170.4219		856948.6719	360657.7578	1159707.938	347060.0781	8636090.328	13244250.25	6902797.656	191049.1875	541006.3906	219596.6406	697677.6406	1120656.344	394867.4063	1267938.844	18722179.13	15698356.75	967442.9688		1075710.375		326141.4063	601093.8594	9608595.531	6617178.375	17078475.25		470485.9219	
Q5T280	Putative methyltransferase C9orf114 OS=Homo sapiens OX=9606 GN=SPOUT1 PE=1 SV=3	SPOUT1	20	6	54	6	376	42	7.43	2078254.453	1661137.574	902061.5859	1178723.313	52750.07422	347006.6563	1248805.18	1056361.156		3942318.93	4026421.539	696425.4023		952614.5625		2420655.547	1980334.352	4063537.711	1519520.828	3975095.008	1012678.191	770056	447846.3438		1822905.375	1454716.25	1363963.875	7084586.266	5389072.695	1120270.566		6457172.844	1528026.5	4636799.672	3824157.219	2925952.164	2152252.109	3891124.938	1247033.082	58589.53516	2467969	1438188.875	4302755.109	1748324.57	1978508.031	4546927.172	2902702.648		6269286.344	5034551.5	3837363.906	3707609.094	2544905.406	1095386.449	1830767.172	719818.6016	153922.0469			1096994.547	1500666.867	1277386.25	4345144.797	3106692.695	1437139.109	365378.4375	479812.1875		2786216.344	1719533.953	2167180.156	2265676.219	3244167.125	1061894.789		224291.1406	550628.6875	1816182.375	2369561.109	2954030.055
P07954	"Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3"	FH	17	7	63	7	510	54.6	8.76	2244814.586	1603203.422	1608197.641	20263709.25	7503258.531	9914338.891	3967510.359	4448625.25	1823095.313	1679669.188	2114009.391		22844358.47	13653182	33152781.88	5883607.75	5595924.5	16400209.5	1666054.047	3294863.016	1670228.625	20210542	16142637.66	18944323.3	6244801.156	6042175.531	4170204.719	3616254.875	363761.2813	1480804.477	33456409.34	23489515.19	108496402.2	9907625.25	8311473.5	17783128.63	2563836.531	4281763.406	1818776.961	9665667.102	19325877	23324441.84	9858534.5	6872457.453	11597873.88		509846.9375	7267488.656	25167245.5	33695047.5	7541322.828	8388596.875	12667756.58	2540671.922	4406498.813	2122036.695	18824523.19	22548398.38	15211407.38	5494895.563	6682238.242	5270120.813	5211788.563	3329641.031	2185469.938	4083369.766	90846389.52	27310428.94	11596590.34	4873497.531	16045299.69		867133.4063	2267694.578	17482946.11	9388989.625	21987332.19	5314296.531	10353243.25	6923418.484
Q9UHR4	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens OX=9606 GN=BAIAP2L1 PE=1 SV=2	BAIAP2L1	19	6	49	6	511	56.8	8.68	496954.0313	224594.5469	144465.4219	787874.125	349900.7031	420950.9531	299749.0625	289253.125	70987.63281	888302.5	649700.4375	443831.4063	910283.5469	883260.2969			724030.3438	328917.8125	508890.0313	646364	382629.875	813577	1007838.25	1076704	599328.8594	2626162.875	214536.3906			181749.6406		787405.875		2029073.969	4717235.188	1309328.75			255930.2344	584111.6484	2139560.125	875726.6875	3353149.813	1236840.922				327720.3359			882800.9375	2153021.25	371627.6875	424428.2813	339645.0313	384130.3438	730921.9375	767679.875	572209.8359	680617.2188	1187163.516	174399.4063			156133.7813	204258.4824		470390.8125	3674416	707944.1719	381454.4688	683263.875	763426.875	352350.4688	717120.6875	121149.3438	732773.3125	2029824.563	1140409.531	2339408.438
Q12769	Nuclear pore complex protein Nup160 OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=3	NUP160	6	7	20	7	1436	162	5.5	683864.25	81634.86719	129055.6563	931488.8125	597787.125	419558.4063	243652.5	114960.1211	68908.46875	1689646.984	1471027.977	511135.5938	618065.6641	597026.4531	549653.25	790926.7813	97493.66406	172142.7813	1184515.453	1837376.344	61687.71875	176751.9688	546881.5	219427.5	592240.1875	521530.0234		1785246.813	2256878.453	73001.4375	840368.1875	650717.8359	1302194.438			182013.7188	2330309.891	3703116.016			328805.9141		365814.7188		269637.0938	759608.3438	542944.5469	80056.75781	1087332.93	957192.75	163303.3125		159169.5781	1196404.438	1051140.656			496246.0938	122041.0859	122193.5625	291427.0938		3819541.297	5686846.344	227216.2734	111999.2656	281811.0391			121065.8438	768146.4688	2697814.469	2510825.258	577398.8125	69096.03125		293288.875			158346
P53597	"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4"	SUCLG1	20	6	37	6	346	36.2	8.79	1986564.141	724829.7109	1576287.328	8907934.438	3450523.797	5229067.438	8444584.469	6440944.016	1785148.984	2289927.094	1810857.25	3040711.969	6559012.906	7866208.563	22230451.06	10243729.31	9583325.375	12299052.16	1898029.047	1655122.781	1644520.969	12864419.06	15791064.11	15565820.34	13379810.44	10360941.16	7114777.031	4182942.75	1845074.688	1130435.141	10049000.38	13793388.03	22339453.88	11413072.03	12168347.06	6811864.063	3575592.188	3827963.813	1366675.125	3606627.883	12892156.89	16405743.41	17841945.44	10130030.17	12413563.66	3027028.922	1290192.984	2192023.727	12523554.36	16123068.66	11910881.09	9254657.242	8363838.844	1376412.641	2462476.609	1977690.641	10480955.84	19786136.13	9986297.344	8766227.305	11553299.7	10642871.26	5652073.313	2698131.813	1660594.031	1286208.41	19979244.75	22024660.69	21174150.63	11717563.58	13444556	3473753.594	2142680.625	2089600.859	13017522.98	7560932.07	20300331.94	10688906.6	10483137.2	13622793.69
Q9NVA2	Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3	SEPTIN11	17	5	66	4	429	49.4	6.81		49837.77734		690504.2188	161795.5938	206731.2969	1611593.813	1538566.813	392489.0234	175763.125	325828.1719	295587.625	2105406.234	398721.2188	265408.75	2334869.844	2231194.469	2354062.75	193884.0469	538990.9063	136474.6406		239949.0156		2967189.406	2823006.563	1103791.422	860472.3125	495627.7344		3642106.438	963019	812820.3125	2867907.5	3807175.5	4347864	578034	406305.2188			121763.4063		3234678.156	1740679.469	2549634.656			815915.082	664760.1563	811804.2813	1942988.563	2388645.25	3116876.156						79840.90625	2234115.438	1847004.906	1480800.063	770177.9375	1313576.5		63903.57031			5015301.031	1789751.906	3807310.563		387556.3438	146061.7813				2376149.563	3401109.375	2935542.594
O00203	AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	AP3B1	8	6	16	6	1094	121.2	6.04		221459.8906	1083670.938	1157457.563	582272.2813	588582.4922	1183405.906	113064.1406	204562.1875	1319363.906	674619.3594	1624721.375	2181352.375	1669481.984	3178290.406	761628.1016	299598.375	329526.9688	878070.5	247387.125	913696.3281	1641412.688	1304302.25	1447720.25	493571.2813	370585.1563	817712.125	520847.375	450193.7813	2018867.063	3470294.063	2561378.578	3099736.375	257813.5313				455510.125	1338194.281	852208.9688	2071114	1738075.906	163500.125	353502.625	846420.4531	506853.2031	587070	871382.3516	3325020.719	4266676.219	1312903.031		843078.3125	1340922.25	2043310	937354.7031	1132085	1299107.156	1204746.156			1098104.75	624348.3125	626249.75	1154243.938	477589.5625	4171855.625	3277313.781			1778189.656	455787.7188	400590.875	1348534.688	1459575.656	746784.6094	2517387.797	481416.6563	687345.5469	
Q15907	Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4	RAB11B	26	7	70	7	218	24.5	5.94	569728.625	397684.4922	105949.375	21033582.5	8957067.688	12943497.45	1788428.063	139324.5938	126415.5469	791446.4766	224329.75	689711.6328	21465339.5	19563070.69	33523853.06	2639940.063	858766	358625.4688	229352.2031	1005774.719	302202.3984	18905096.5	26144778.63	27893879.17	3463862.313	1885308.078	364219.5469	508464.1563	378388.8438	192080.7031	30138674.75	31455249.91	35625302.38	2828508.188	1111779.375		417263.7813	560415.875	222652.125	11153605.56	29902406.06	30792798.19	2341680.719	1366818.625	1158127.344		210152.3125	8003473.93	33324029.5	33403935.63	2233823.031	1068720.094	511645.3438	387661.0313	785352.4688	420809.1406	15144481.25	22423797.66	15030301.56	2256003	1632836.656	413742.1719	1075660.375		131683.4688	3775004.531	39702234.81	32332067.66	3047618.25	1155479.797	531200.6875	385796.4063	472156.7813	216261.1563	14861330.5	15753044.5	36859768.38	1230510.938	2230092.156	1290381.844
P46100	Transcriptional regulator ATRX OS=Homo sapiens OX=9606 GN=ATRX PE=1 SV=5	ATRX	3	4	18	4	2492	282.4	6.58	3212678.438	2004608.25	464575.7813		67797.89063		327024.375	305292.5469	95085.19922	377636.2188	3579530.359	514914.8438				423664.1406	487041.6406	461228.5	824089	3907841.906	226759.6719			289696.4688	741234.0469	752492.3125	948689.2031	1791247.125	1896794.125	760399.5625			1328891.375	492655.75	609495.875	969595.5625	1447105.984	1141627.5	464536.8438				464369.6563	247463.3594	368319.4375	938848.5469	1606340.75				586580.8125	751712.1563	949830.4375	1633856.75	1538581	271018.4688		239710.1563		403359	773120.8516	133287.3906	4352215.25	1603283.906	505352.5781		2149062.875	1208673.438	820652		452838.7188	430410.5938	1011372.375	479887.5313	434203.8594	266539.8359		404180.875	1077988.5	1370331.453
Q02750	Dual specificity mitogen-activated protein kinase kinase 1 OS=Homo sapiens OX=9606 GN=MAP2K1 PE=1 SV=2	MAP2K1	21	7	28	4	393	43.4	6.62	927703.5391	379626.8438	113505.2422	7585422.969	2704167.57	3435705.016	2049408.063	2119624.5	559985.7031		195118.4375	994494.8125	10327151.41	5336585.453	15920764.59		1401519.797		2206846.203	3185976	256150.2734	9751765.469	9316800.219	11990187.28	6787512.313	3921296.594	2264462.25	182170.4688			19391058	10685068.42	19005374.28	1165963		2661829.906	160299.75	712333.625		2996448.93	5671887.406	11537399.5	2537784.5	1136287.5	4621538			2565616.035	12516834.09	18521244.66	365532.0625	261685.0156	254171.6563	2798897.18	5401428.438	1245512.156	6191368.25	11797639.78	6668460.813	3529173	3313767.875	3534319.18		287523.1875	1230712.109	1232113.363	18117014.38	16880605.5		371797.6875		484910.9375	948473.25	95972.45313	7454735.625	3718497.359	13378676.75	3035210.625	5163703.375	4767828.031
Q8NBJ5	Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1	COLGALT1	10	6	121	6	622	71.6	7.31	2989842.609	1766975.484	2888962.344	2442883.875	879214.9297	1291053.984	3490187.797	4008068.891	915397.8203	4476316.625	5903520.313	3575736.656	3360748.25	1950930.25	5897547.969	5518544.859	4974717.844	10638101.97	3197440.156	6005788.25	1413016.344	3663374.688	3147379.063	6431254.25	5763630.563	6131193.125	4354712.031	8970697.969	7728572.063	2566146.688	4662921.125	5759165.281	4556868.25	7301729.375	17083151.13	11481084.88	4735138.313	9317475.969	2174655.656	1420156.613	4284931.281	4838491.281	8061577.313	4360080.531	9522978.938	6546838	6649499	813599.2969	5265192.75	6809841.438	4213570.125	9572478.938	8077414.094	2432501.094	5607180.688	1987375.188	4676975.188	6220566.125	3728742.539	4760395.5	6682845.938	5730273.781	10167852.47	8283392.156	3379630.875	597263.2656	5637822.063	6487104.25	13282014.5	2307282.75	11223885.94	6585107.5	8571390.875	2952437.344	3344367	2154743.141	2007212.563	5097124.563	8231158.688	7721185.875
Q9H3Q1	Cdc42 effector protein 4 OS=Homo sapiens OX=9606 GN=CDC42EP4 PE=1 SV=1	CDC42EP4	29	5	19	5	356	38	5.19				830562.0313	500569.3281	653753.6563	95119.96875	88292.96094					1050197.281	590465.375	908883.875	146479.7031						812722.8438	1212602.313	1221943.547							1150848.625	1066318.031	2002916.781		240433.9531					450950.4922	707538.25	939814.75						628740.3828	1635341.75	971445.125				192030.5156		135892.9219	1070430.125	1588612.172	952927.1719							155022.375	1149920.75	1289539.469							606346.4375	468564.6094	1352970.844	169296		
Q9Y3E5	"Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1"	PTRH2	29	4	132	4	179	19.2	8.73	208899.5352	104544.8672	141481.6094	1110807	442995.3672	657811.4688	2180011.844	1324094.156	334514.6816	484203.1406	506820.2344	371652.1875	1012783.875	1058148.688	2558104.875	2472229.938	2442399	3563082.75	203145.3672	827571	137830.0938	1523971.063	2192837.344	2381676	4946460.125	4091208.84	1139557.375	1085661.477	480867.4531	188874.9531	1843415.75	1091353	3059330.281	7932528.688	4538702.844	5625546.688	245695.8594	593972.2969	331443.5273	411952.375	1176260.906	1905667.25	3454760.914	1893689.781	2218842.375	249734.0547	385834.7305	475281.0313	1604499.625	3528996.234	2099526.938	3763075	3411959.75	370535.6172	538366.75	224190.4688	1236892.75	2385993.844	1652427.906	4408227.688	3969226.375	1462187.406	1270899.875	626381.9063	394489.1719	166448.0781	1902217.5	2366346.539	5238939.5	1598350.617	4340737.906	523980.5938	558911.2422	401040.6523	919325.1484	923392.7188	1975261.688	4144529.5	3343739.563	4320959.938
P13646	"Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4"	KRT13	12	5	103	0	458	49.6	4.96																																																																																
P02792	Ferritin light chain OS=Homo sapiens OX=9606 GN=FTL PE=1 SV=2	FTL	27	4	88	4	175	20	5.78	2734438.129	2176011.063	2747720.734	3497443.75	1066916.625	2555688.5	524223.0625	427681.2188	245555.3906	6582726.094	11813414.16	3261774.438	2196215.5		5400537.563	511544.3438	1251679.922	1223504.375	8096401.641	19776043	4636746.922	1963164	4852659.313	5586297.125	1917286.938	2206309.125	603202.4531	12341128.19	19438339.84	4702527.516	1949363	5947844.914	6740364.125	1420647.258	1873692.375	1586997.188	7769293.5	18026523.63	5691020.164	936109.75	3927674.219	5351239.227	2117897.922	1233559.5	1390364.156	6154586.188	8514539.328	637376	3949631.484	7819006.938	993066.6641	1496898.383	1035075.688	9987809.516	14751752.69	7260561.813	4748524.219	13401798.75	6002655.25	1443314.938	3009443.32	1282632.727	13801387.08	20611394.38	6586141.328	425150.5625	5704435.625	4816131.25	1539161.406	1274697.391	1497470.25	11197594.59	19599970.61	6361995.656	1388092.5	1563085.5	4471071.016	980916.3125	1214287.266	1839182.375
P0DJD0	RANBP2-like and GRIP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RGPD1 PE=2 SV=1	RGPD1	5	7	45	2	1748	196.5	6.14	2415836.563	1223573.055	1317233.742	1507910.375	337532.6563	734532.4688	1056151.703	1271353.953	338005.1836	4807785.641	5878452.188	2102908.563	821664.3906	828864.625	1479289.766	1555388.625	1637007.938	2065932.984	4386975.594	7254654.25	1656236.992	1104017	2990125.32	1084313.055	3473317.563	2598345.125	1257989.367	7195139.203	8041371.016	1453822.805	1409104	3491455.188	1198522.188	2198967.406	3125103.016	2756864.844	6747309.969	9549038.094	1701625.43	446637.9844	1962760.172	1319514.984	3420949.844	860998.3906	2701431.438	6039647.156	4710336.453	324225.8516	2729339.25	2722944.781	235420.6406	2698918.211	1620604.234	2680749.953	5517137.438	1972831.469	733853.0938	1576480.438	491747.0078	1511907.836	1703285.945	802617.2891	9355186.984	11144932.14	2321334.797	269921.9434	5174009.719	1847209.719	2215547.891	1431480.969	3327693.328	7421643.922	9604445.5	2448831.578	898688.3984	301240.5234	3672308.688	1719982.859	2375294.023	3236888.203
P0DJD1	RANBP2-like and GRIP domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RGPD2 PE=2 SV=1	RGPD2	5	7	45	2	1756	197.2	6.2	2415836.563	1223573.055	1317233.742	1507910.375	337532.6563	734532.4688	1056151.703	1271353.953	338005.1836	4807785.641	5878452.188	2102908.563	821664.3906	828864.625	1479289.766	1555388.625	1637007.938	2065932.984	4386975.594	7254654.25	1656236.992	1104017	2990125.32	1084313.055	3473317.563	2598345.125	1257989.367	7195139.203	8041371.016	1453822.805	1409104	3491455.188	1198522.188	2198967.406	3125103.016	2756864.844	6747309.969	9549038.094	1701625.43	446637.9844	1962760.172	1319514.984	3420949.844	860998.3906	2701431.438	6039647.156	4710336.453	324225.8516	2729339.25	2722944.781	235420.6406	2698918.211	1620604.234	2680749.953	5517137.438	1972831.469	733853.0938	1576480.438	491747.0078	1511907.836	1703285.945	802617.2891	9355186.984	11144932.14	2321334.797	269921.9434	5174009.719	1847209.719	2215547.891	1431480.969	3327693.328	7421643.922	9604445.5	2448831.578	898688.3984	301240.5234	3672308.688	1719982.859	2375294.023	3236888.203
O43491	Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1	EPB41L2	10	7	31	7	1005	112.5	5.44	760406.5625	504738.4609	1365399.594	1207455.086	307208.3477	324116.207			135639.666	918727.7559	1313738.75	1294550.084	1018607.691	436690.0469	1789862.766		127284.625	563883.2188	932081.0625	1908072.977	1023059.227	21591.95117	1510597.934	2471601.363	56582.82031	43562.33203		2293280.176	2004253.512	800480.625	1986461.023	1751716.07	2620709.105	278448.2148	297963.6875	237796.3281	832821.5039	1433391.359	895557.7344	302537.8262	1981170.773	2893310.57		166381.2344	159921.4531	1472808.875	2330703.621	459760.4902	1103559.07	3131907.25	58177.26953		159599.2969	826412.3125	1586247.5	1070089.801	610795.1465	1580730.145	244995.2461	11424.88086	349596.4375		1090362	1396222.375	900749.375	87196.73438	3009980.898	1523451.598				1104958.389	1819532.014	960480.2188	1842320.594	291987.8945	2362565.797	35663.92188	192448.8711	
P30154	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3	PPP2R1B	8	5	69	1	601	66.2	4.94	880849.5	796501.75	1007463.563	274874.1875	257409.1719	2244096.25	645646.625	379049.5313			219276.7969	1322043.094	3682795.5	5327887.5	5050365.5	275290.2813				898503.4375	1508040.969		9684834	4438109.75		877026.0625	731018.1875		521532.6563	533505.75		7908574.5	7772706.5		646495.875				657394.625	176151.25	7692803	6482037.5	847136.1875		437757.0938			1149451.875	8984571					850975.625	834049.0313	1143132.625	3674248.25	3390853.25	4946385.375	267264.25	447832.25				1157259.188		9294306	7410434.5	273812.4063				447917.7188	1386893.375	594166.4375	5415429.5	9526933	720542.5625	644100.4375	
O75828	Carbonyl reductase [NADPH] 3 OS=Homo sapiens OX=9606 GN=CBR3 PE=1 SV=3	CBR3	13	3	117	3	277	30.8	6.18	628200.8203	280383.3125		36355592.94	12792884.13	17940355.06				312086.7813	328554.3281	89403.33594	47728803.75	28333375.75	60628017.63	130911.1719	202523.8594		1390356.047	1385936.422		43743806	44399312.38	51695717.5	159607.7344	356541.5938		3265528	1146165.234	318722.4023	66237304.44	51774932.06	62827145.22	726437.75	355595.4375		1598387.906	2761812.469		19805251.06	44912970.38	52609413.75	1392266.625	360475.9063	127780.6953	2433979.563	589112.5938	10724995.34	53015650.25	65897040.81	194606.0938	400757.9375			506698.2656	426487.9531	37629444.75	54491033.13	27558091.13	667485.5625	178759.9375		1628605.813	2625731.438	461854.5703	5866138.047	77856891.13	67834366.25	896595.75	327954.2813		2150639.688	1226547.688		39572166.38	22955204.5	64112166.5	538394.6875		591738.9375
P55081	Microfibrillar-associated protein 1 OS=Homo sapiens OX=9606 GN=MFAP1 PE=1 SV=2	MFAP1	17	7	24	7	439	51.9	4.98	1148794.93	810903.0313	978317.0781	577967.6875	149682.5313		82677.02344	256759.5078		1942086.281	2795879.203	1258742.406	246068.7344			244416.4375	226393.7969	355349.4375	517888.4688	1253503.813	756332.875	187656.9844	218579.6094	401591.5	359873.9063	101030.125	186497.2344	2652637.656	2453457.938	1304573	286718.5625	154185.8125	240708.7656	283373.75		429814	830939.1016	1201624.5	920687.0625		112680.2813	140362.0938	503294.3281	341077.1563	499227.7188	2649580.172	2265002.422	35286.89844		423818.7188		152947.2188		1207496.156	1814480.484	924108.5938	193224.625	294368.9063	83302.40625	879183.0781	233620.375		3126585.344	1596226.875	1438127.367				214572.6094	485396.3438	609410.5625	1690718.203	503126.9688	1255279.594	384238.4063	76140.39063		642407.3438	122323.3516	412395.9688
Q7Z6E9	E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens OX=9606 GN=RBBP6 PE=1 SV=1	RBBP6	5	6	37	6	1792	201.4	9.64				667052.9375	199568.7188	522465.7188	762941.707	90810.19922			1823863.109	90686.71094	273850.4688	433958.4766		1161909.219	903361.8672	1378035.5	77523.6875	2939373.727	103818.1641				2238409.727	570063.7422	494033.5938	4122834.047			369346.3438			1533230.906	3142441.219	1612885.484	1513296.57	4469049.758					2332046.211	1643475.039	1358352.219	2723260.5	1465943.719	228698.3281			2078370.5	1457196.781	690809.2344	1162860.871	229896.5156	103571.7578	254974.875			1689706.141	1131205.313	1456442.93	3574686	3120466.031	736583.9375				2422531.75	230132.4375	2154316.5	2650443.281	315899.5	577193.5625			319086.6875	730067.0508	1634699.734	1690923.484
O43633	Charged multivesicular body protein 2a OS=Homo sapiens OX=9606 GN=CHMP2A PE=1 SV=1	CHMP2A	21	6	40	6	222	25.1	5.97	138374.75	52994.29688		6536433.094	1683115.109	2417673.063	1024564.453	847863.7578	87435.67969	402697.8438	647706.75		5347546.563	4065152.547	8431041.969	2046713.234	2075915.93	1946885.719		741926.125		5920820.906	8031271.719	7392686.953	3154606.094	2236462.891	963460.1875	289516.8125	448115.9844	176581.7031	7785394.875	9910435.031	10450438.66	2793794.031	3934102.125	2689453.063	894126.1406	1596452.969	444148.8594	2849491.734	9095288.219	7931098.25	3416991.797	1407845.328	1785463.836	284745.5938	130876.0547	1359613.547	8747386.281	9192421	1403621.063	676116.9375	2666350.68	282762.2188	716499.5156	168304.3438	4760649.281	7626579	3786306.656	2206784.742	2686105.805	1208674.191	900136.75	849625.25	248335.2969	1140592.271	12610821.19	9187063.031	4020223.469	870337.7031	2142838.75	317352.0313	940919.75	262557.7969	5179906.219	3297774.117	10441470.44	1789999.781	2119252.391	2544561.906
